name,path,xsec
FM5_4.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_4_11*.root,4.12353E-02
FM5_5.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_5_11*.root,4.45942E-02
FM5_6.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_6_11*.root,4.90402E-02
FM5_7.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_7_11*.root,5.46447E-02
FM5_8.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_8_11*.root,6.11172E-02
FM7_1.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM7_1_11*.root,3.44759E-02
FM7_2.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM7_2_11*.root,3.44257E-02
FM7_3.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM7_3_11*.root,3.44470E-02
FM7_4.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM7_4_11*.root,3.45679E-02
FM7_5.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM7_5_11*.root,3.45000E-02
FM7_6.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM7_6_11*.root,3.47546E-02
FM7_7.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM7_7_11*.root,3.48818E-02
FM7_1.00E-10,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM7_1_10*.root,3.52193E-02
FM7_2.00E-10,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM7_2_10*.root,3.74958E-02
FT1_1.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT1_1_12*.root,3.43624E-02
FT1_2.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT1_2_12*.root,3.46243E-02
FT1_3.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT1_3_12*.root,3.46347E-02
FT1_4.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT1_4_12*.root,3.49458E-02
FT1_5.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT1_5_12*.root,3.52507E-02
FT1_6.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT1_6_12*.root,3.57191E-02
